floor_number,comment,replys
31,这个人以为自己会是第二个罗斯福，实际上很可能是第二个胡佛,"['他之前演讲说自己是最好的总统，第二好的是华盛顿，十有八九他都看不上罗斯福', ['大独裁者 罗斯福 岂是\n\n区区 特朗普 能碰瓷的？！', '这个川上，有点牛皮'], '我有一个大胆的想法：目前特朗普上台，他基本上胡作非为，然后各种背弃盟友，再有他还是一个普京的粉丝，我估计他一定会出卖乌克兰，所以我想在🇺🇦彻底完蛋前成立一个东乌克兰公司，不让他们专美于前，来征求一下大家的意见，看看有没有人愿意当第一个开路的勇士？', [], '不如胡弗', [], '罗斯福像富人征税90%，而川宝只想给他那个阶层的减税', [], '不如胡佛，川普正在向沃伦哈丁靠近', ['哈丁只是个人生活不检点+腐败，没有在国家大事上乱搞，任内还留下了华盛顿会议这样巨大的外交成功。胡佛是能在美国这样一个地广人稀农业禀赋极强的国家搞出饥荒来的逆天人才。'], '万一是老戈呢，新罗马', [], '我觉得会是第二个肯尼迪', [], '不对，人们以后会称胡佛为小特朗普', [], '不太可能是第二个胡佛，最可能是第一个特朗普', [], '罗斯福？华盛顿？都比不上他最爱的普京', []]"
32,"我就说一点，每任国务卿等于总理，是一个干实事的人。

拜登在任的时候，美国遭遇新冠和通胀危机，国际上质疑拜登政府能力和抨击美国低人权，然后俄乌战争，巴以冲突，菲律宾占礁等等，布林肯一直在忙碌和奔走于各国，成效是，到了24年初，他能提出餐桌论，不会让盟友有多少惊愕。

反观鲁比奥，我看不出他有啥贡献。","['美国总统既是国家元首又是政府首脑，总统和总理是一人。\n国务卿相当于外交部长。', ['美国是按世界政府的定位设计政府架构的，所以的国务卿是世界政府的总理，看上去像美国的外交部长又好像高于外交部长', '副总理兼外交部长'], '中国国务院是处理国家内部事务的。美国国务院是处理国家间事务的。', ['外交部确实是国务院的部门，但主导外交的中央外事办（党的机构），就像国防部一样，主导军队建设是中央军委。\n我们设置外交部，国防部更多的是同其他国家打交道，对等交流，放在了国务院名下。', '外交部也是国务院组成部门啊'], '美国把世界事务当作自己的内政，所以外交部长这个职务叫国务卿。他实际上就是个外交部长，而且本次的卢比奥上任以来一直在白宫鼓掌，没去国外做过什么访问', ['去乌克兰一直都是他..', '攒了世纪名局'], '权力被doge工作小组和副总统架空了，换谁也没办法啊', [], '卢比奥其实有点算被架空了', [], '这个总理是总理各国事务衙门的总理吧', [], '作为外交主管，不能与实际第一经济大国交往，你说这个国务卿还有什么用？', ['当时去欧洲等国也是vance去的，卢比奥被架空了没错，估计是因为当时小泽跟川普在白宫吵架问题，丢了美国的脸，卢比奥被记恨了。后续很少在国际事务上看到他了'], '卢比奥被川普雪藏了。今天最新消息。万斯去印度跟莫迪谈', ['认祖归宗'], '美国的国务院大部分职能剥离出来了，仅保留外交和一小部分其他职能，国务卿也从总理变成了大号外长', [], '差得有点大。虽然总理和国务卿分别是中美的国务院一把手，且所在机构都叫国务院，但美国国务院是管外交政策的，中国国务院是管国家行政的。美国国务卿是外交政策的一把手。虽然中国外交部也下属于国务院但中国的总理是主体上还是管内政的，只是初代的周总理兼任了外交部长给人了总理都是管外交的错觉。 在真正在业务上跟美国国务卿对位的一般是中央外事工作委员会办公室主任。', []]"
33,"特朗普如果是什么中美洲、非洲小国的总统

必然能上奇葩小国系列","['小约翰说过，小国的标准是人口比中国少。所以有机会的', ['美国两条都符合。', '国土面积没中国大，人口没中国多，符合一条就算小国'], '死耗子自己解释过，小国的标准是人口比中国少或者面积比中国小，任一条件满足即可', ['面积比苏联小或者人口比中国少。所以除非印度吞并巴勒斯坦和孟加拉，都是小国', '是的是的，口胡了'], '特朗普不是上不上奇葩小国的问题，是能上几期的问题', ['硬核狠人特朗普，奇葩小国美利坚，神奇组织doge，硬核狠人马斯克，神奇组织cia（标题是：为什么刺杀卡斯特罗这么难），神奇组织fbi。可汗：写不完，根本写不完', '特朗普这个第二任期是总统任期吗？那是耗子的养老保险啊，耗子这辈子都有了，素材用不完'], '小约翰：在更了，别催了', [], '对比下奇葩小国的仁君们，除了杀人外，其他事川普比他们离谱多了，活也多多了', [], '也不一定，说不定过段时间，特朗普的美国就只剩一点点，变成奇葩小国了。', [], '其实可以期待硬核狠人——刺客列传——克鲁克斯', [], '那不能的。\n\n奇葩小国过于原始社会了。\n\n川普至少三观还是比较正常的。', ['三观正 但是会整活啊'], '开门，通顿马库特', [], '下回更《奇葩大国》', []]"
34,"股神巴菲特，年轻的时候带着几千美元入市，整整73年，挣了1060亿美元的身价。

最高的一次利润是持股苹果公司为伯克希尔挣了1300亿

第二是持股可口可乐30年，挣了223亿美元。

特朗普，上任目前整3个月零6天，为团队挣了超过1500亿美元，为特朗普家族创造了超过300亿的财富。

什么才是真正的股神！","['国会山股神佩洛西甘拜下风。', [], '华尔街的那只牛挪下位置，让特朗普的雕像顶上。', []]"
35,"嘴里等东来电，梦回海湖连赢。

八千里分二毛矿，五百基点债外生。

麻嘎秋点兵。

马王效率飞快，恭如川普屁精。

了却懂王天下事，败完生前身后名。

可怜通胀升。","['最后一句，不是应该可怜老毕登吗', ['确实朗朗上口 但是上下文相关性稍缺'], '好瓷好瓷', [], '你是要考研啊', [], '辛弃疾已经被我干掉了，现在《破阵子》的版权归你。', ['还得麻烦您帮忙干掉李煜、偃殊、陆游等npc才能获得破阵子系列版权'], '词牌名', [], '恭如是谁', [], '弃疾，你又活过来啦', [], '甜菜！', [], '保研!', [], '你要考研啊', []]"
36,"那要看评判标准是什么了。

如果目标是毁灭美国，那这届特朗普政府的水平绝对不低。","['言简意赅，说出了我想说的。', [], '这是计划的一部分吧', []]"
37,"这里面有几个还是有本事的，比如外交部长卢比奥和财政部长贝森特。

问题是川普是一个78岁的巨婴，今天左手拍脑袋加关税，明天右手拍脑袋暂停关税。今天经济顾问纳瓦罗拍个马屁就决定加关税，明天卢比奥和贝森特过来拍个马屁就暂停关税。

你甚至不知道每个内政和外交政策是谁来领导，各个部门领导人发言冲突矛盾，外加上还有马斯克这么一个效率部搞抽象操作。真要拿主意的时候一问川普本人去哪里了，人家去佛罗里达打高尔夫了。。。

这届的特朗普政府什么水平？

这根本没法评价，因为你都不知道他要干什么。。。","['只能说鲁彪和贝森特在懂王团队是看上去比较正常的两个了。\n赫格塞斯抽象程度几乎拉满了，群聊泄密，在亲友群里发对胡赛的作战信息，带着老婆参加五角大楼会议，最近有媒体报道说他在五角大楼为自己设了一个化妆间，这货是准备在五角大楼开直播吗', ['问题在于，贝森特的本事主要是做空宏观经济', '对冲基金和对冲基金的区别，可以比对冲基金和散户的差别还大。贝森特这种是所谓的“宏观交易”，他跟索罗斯干的时候，最大的一次成功就是通过分析政府的行为模式做空英镑。'], '现在世界上没有任何一个人（包括川普）能打包票说川普在某个时间段做的决定是最后决断，在任期内不会改', ['其实Maga要赶走合法移民，他们要的是高薪工作，非法移民那么内卷的工作他们不要，清理非法移民例如红州农场的红脖子肯定不愿意', '清理非法移民这条应该不会动'], '贝森特是个聪明人，看聪明人跟着老板一起变蠢是件让人难过的事', ['贝森特当选前对他评价都挺好的，遗憾'], '相对而言是个正常人，全靠队友衬托', [], '鲁比奥还行，贝森特就算了，不入流基金经理，五年收益率还跑不过标普', ['但架不住人家年轻时打爆英格兰央行，又在耶鲁教了6年经济学史。', '还是因为索罗斯干得好'], '卢比奥？你认真的？', ['卢比奥是川普整个内阁里两党认可度最高、最没有争议的任命，没有之一', '那是因为反华是美国目前少有的共识，而卢比奥是个铁杆反华。和他个人能力有多大关系，存疑'], '卢比奥纯粹是矮子里边拔大个。他除了反共口号坚定强烈之外，外交能力基本为0。一上任就把盟国得罪光，欧洲从盟友变对手，俄国从敌人变主人。这都是卢比奥这个国务卿任上完成的。', ['这跟卢比奥没啥关系吧泽连斯基跟川普对喷那次看他表情是反对的。', '卢比奥也管不住啊，万斯天天开会骂欧洲'], '共同目的明确——捞钱', [], '贝森特的对冲基金，接手的时候是50亿规模，23年就剩5亿，这叫什么有能力', [], '一个狮子率领一群绵羊胜过一只绵羊带领的一头狮子。', ['先把量词对齐', '为什么狮子不吃绵羊']]"
38,怎么说呢，就目前的国运水平来看，我们不仅献祭了男足，还献祭了男篮甚至是男乒…,"['男乒已经献祭了', ['雨果是巴西🇧🇷人'], '男排瑟瑟发抖', ['那个早就献祭出去了'], '再献祭就到跳水了', ['整个文体圈子都献祭了'], '国运是龙脉赋予的，虽然这三只男团献祭了但是我们得到了吴艳妮呀', ['擦，那玩意还不如大头…'], '男乒：我来助你！（钢叉 鼠头 下指）', [], '男乒自己作的', [], '还有羽毛球', [], '观点新颖，有理有据。', [], '那要加大力度，最好献祭到下一届奥运没有奖牌', [], '你大学主修的神学吧', ['嗨，啥学科到后面都差不多神神叨叨的', '牛顿为你点赞。']]"
39,"让双尾彗星管国防

让小约翰可汗管宣传

让何同学管科技

让胡律师管司法

让燕三嘤嘤嘤管外事

让许家印管经济

让王兴建立DOGE","['这班子都比特朗普政府靠谱', [], '这套班子都比现在好起码大角鼠懂爆米，能笼络住军方，小约翰是知名中左，视频基本都是围绕反帝反封建做的，可以团结大多数正常人，何同学讨好型人格肯定听底下事务官的，胡律师不熟，燕三出去吵架很合适，许家印搞得那套和华尔街一个路子，王兴和马斯克属于彼此彼此', ['胡律师不知道爆了多少网络民科法律砖家了，还亲建制挺靠谱了'], '你别说小约翰讲吹逼故事还是不错的，就是宣传方向不好把握', [], '我说白了就这班子也比他现在的强', [], '更正：让小约翰可汗管带嘤外宣', [], '许家印干得和美联储还真没什么区别', [], '你还别说，小约翰可汗做宣传不比现在这帮搞出西大版不落的太阳这种内宣要好得多？', [], '《众 正 盈 朝》', [], '感觉比这届牢川班子强', [], '好像还真行', ['又不是非要何同学自己做出啥来。。。。总比现在强', '管科技的重点是拉来投资和包装成果，何同学这方面绝对可以']]"
40,"我只能说，大家对川普段位的估计明显被他第一届任期里那些职业官僚拉高了，连我们的高层一开始都认为这人虽然反复无常，但应该还是能谈的吧？好歹把他归类为了人类。

这回全力川只用不到三个月就和他的草台班子告诉全世界：没有大棋，没有远虑，除了炒股我们真的就只是一群智力有缺陷的癫子","['对，我们低估蓬佩奥彭斯的作用了', [], '真的没想到他会这样。极度失望。', [], '没有第一个任期那些刹车皮，懂王号战车朝深渊一路狂飙', []]"
41,他干的很多事情，哪怕是中华上下五千年都很难找出参考文献，甚至我翻遍了《魔法晋书目录》都找不到。,"['你可能需要翻一下《南明史》', [], '大的类目还是能对上的', [], '大明王朝1566能对上都是没钱了', ['可别，特朗普真有大明王朝这帮人，估计真能马嘎了'], '好一个魔法 晋书', [], '怎么可能找不到，五代十国这样的国君不多得是么，想一出就一出的\n\n理论上乱世出英雄啊，但可能也不全是英雄', ['五代里他也算重量级了，可能只有南汉，石敬瑭（经济搞的比奶龙还好），前蜀贼王八建，以及朱温这几位和他坐一桌'], '他是一个变量', [], '可以看看印度神话，你会有新的启发', [], '魔禁新约里的美国总统也挺生草的', [], '看魔法晋书就有', []]"
42,"早期起点小说的水平，注意是早期。

他们似乎认为自己是主角，掌握了军队或权柄，世界和路人就会围绕他们转，完全没有考虑执行层面的问题。

目前可以看出的是，特朗普团队普遍缺乏行政经验、以商人思维处理大国关系。","['王安石变法一样，不改好改了也好，但朝令夕改就完蛋了。', [], '年纪大了思维还停留在巅峰时期的幻想里，思想很深蒂固难以改变\n军队有独立的一套\n美联储有独立的一套\n地方政府有独立的一套\n是种不能统一协调起来的感觉', [], '商人思维（X）\n破产商人思维（✓）', []]"
43,"打个比方，这届特朗普政府，要是空降到东大任意一个县城执政，不出一个月，领导班子都要被集体隔离审查调查，可在西大，居然能够登堂入室，执柄国器？

只能说国运在我了","['放在村长里，都是相当炸裂的存在，如果川普执掌南韩，老尹都是好总统', [], '就西大这个班子，我们高中那三十多个上一本的拉去干都不会比他们差。', [], '一个月？ 用不了那么久 就懂王刚上台整的那些烂活 早被关精神病院了 单说贸易战 他敢当着媒体的面说他阵营的人一天赚了25亿美元 这就是政治自杀 就不说县级领导班子了 村长都不敢这样', ['当然不用一个月你看看三河市那玩意整个只蹦哒了一周多']]"
44,若干年后，应该能在可汗的通辽宇宙系列中占有一席之地,"['奇葩大国系列预定', ['小国。按可汗阿根廷那集的定义，人比中国少，地比中国小，不算小国算啥', '那面积得是多少个通辽'], '万一占了若干席就更可怕了', [], '说不定不是一席之地，是许多席之地（）', [], '一席之地× 常客√\n\n将来讲德克萨斯共和国加利福尼亚共和国美利坚联盟国什么的都得提上一嘴', [], '这不得成为下一个你滴勋宗啊', [], '可以单开一个系列！某大国 奇葩人……', []]"
45,"我发现知乎er真是膨胀了

居然会怀疑一个三天赚到几百亿美元的人的水平。

人家手指头缝里面漏出来的一点渣滓，就25亿了。","['嗯，这个评价居然是说美国总统，也没毛病，美国人民应得的。', [], '哈哈，发国难财的见多了，自己制造国难发财的总统，还是头一位，有光头风范了', ['是头一位 不是第一次 新冠也是的..这次算第二次', '光头还真能这么缺德\n否则，资本家怎么会投共呢'], '这是美国人民应得的', [], '“这是美国人民应得的”', [], '你把我放他位置上，我也赚这么多', ['奥巴马:我还是经验太少了，靠出书和走穴赚钱'], '轮到我问了，但是，代价是什么的', [], '那你知道宋美龄存利息一天多少吗', [], '图来了', [], '那么，代价是什么呢', [], '也是，我又不是美国人', []]"
46,"川普政府与拜登政府不一样，拜登政府像一个小集团，像一个训练有素的团队，你很难从媒体了解到他们内部的分歧。但川普执政团队内部，他的八卦、故事就特别多。川普自己不愿受规则束缚，自然也不太追求内部统一思想，什么高度一致，他选的人也不是传统的官僚。所以川普第一个任期，他的团队每天都有一些新闻，内部争吵，内部不和.....

第二个任期仍然延续了这种状况， 今天就说说川普内阁之中最新爆发的一些趣事。第一条是今天美国各大媒体的头号新闻，说川普的顾问，利用纳瓦罗的缺席的机会，推动了暂停关税。纳瓦罗是川普的顾问，广泛征收关税的狂热支持者。在4月2日，川普称之为解放日之后，他一直在总统身边。当4月9日金融市场陷入混乱，财政部长贝森特和商务部长卢特尼克希望川普暂停激进的全球关税计划，但有一个很大的障碍，纳瓦罗经常在椭圆形办公室附近徘徊，纳瓦罗并不是一个在政策辩论中退缩的人，他非常顽固，有时川普拿他也没有办法。戏剧性的时刻出现了，4月9日的上午，不知巧合还是有意安排，纳瓦罗进了白宫另外一个地方，去与白宫经济顾问哈塞特商讨什么经济问题。 贝森特和卢特尼克抓住这个时机，一起到椭圆形办公室会见川普，他们两个人联合提议，必须尽快暂时停止部分关税的征收。最后两个人当场说服了川普并立即宣布。

据一位知情人士透露，当纳瓦罗从川普的真相平台看到川普发帖文宣布暂停关税的时候，他感到非常惊讶，非常气愤，但想要阻止已不可能，此时财政部长贝申特已经和白宫的新闻发言人莱维特走到了摄影机前面，直接宣布了这个大消息。其后数日，贝申特成了政策宣讲的大忙人，除川普之外的流量王，而纳瓦罗憔悴抑郁至今没有完全走出来。

第二条是政治网站它的一篇文章，标题是：内斗不止。上周负责解散美国国际开发署的川普政府官员、也是MAGA党中的重要人物，彼得.马洛克，离开白宫的会议室之后，返回他在国务院的办公室，结果被美国国务院的保安人员拦住了，你不能回你办公室，你不能进去了。他问为什么？说你被解雇了。正当总统召见、行情看涨之时，盧比奥给了他当头一棒，能不恼火？他立即发动MAGA群体，在网上发动了对盧比奥的猛烈攻击。

那么盧比奥解雇马洛克，究竟什么原因呢？一名官员称，盧比奥和其他人认为马洛克的作风过于强硬，难与同事协作。国务院另外一些消息人士指出，两个人在如何解散美国国际开发署问题上存在实质性的分歧。一位川普的盟友在评论盧比奥时说，盧比奥根本不是MAGA的人，盧比奥只是新保守主义者。另一位官员向政治网站透露说盧比奥对马洛克的不满，并不是出于他们意识形态的分歧，说盧比奥在川普的国务院上站得并不稳，部分原因在于他曾是更传统的共和党人，2016年与川普在党内竞争过，自从加盟川普阵营以来，盧比奥努力向MAGA右翼靠拢，他曾出现在多个面向这个阵营的观众的节目中，表现自己的忠诚，在言辞和行动上紧跟川普路线，尤其在移民问题上强硬态度，令许多原本认为他是温和派的人感到意外。虽然盧比奥保留了一些与紧急粮食援助和健康相关的美国国际开发署的项目，但他也表明马洛克离职并不意味着对美国对外援助削减这项工作的结束。

盧比奥与MAGA 党不是那么合群，这个是肉眼都能看得到的。所以很多网友认为盧比奥能不能够干满这一届是值得观察的。

第三个相关的新闻也是华尔街日报的报道，标题是：川普将更换代理国税局局长。川普上任了不到四个月，他已经换了四位国税局局长，大抵一个月换一个。据知情人士透露 川普总统将更换他三天前刚任命的美国国税局代理局长，这一突然变动，将使该税务机构继续经历一场不同寻常的动荡。美国现任财政部副部长麦克尔·福肯德将代理美国国税局的局长，成为今年迄今为止第五位美国国税局局长。

第四位国税局局长沙普利刚刚上任了三天，为什么就被解雇了呢？这个人也是川普挑选、任命的，而且这个沙普利他还非常了得，沙普利曾经是美国国税局的专员, 当时拜登总统的儿子有关税务上的违法查处，这个沙普利是冲在最前面的，所以在川普看来他是有功之人，他也是MAGA的积极参与者。所以尽管他的资历很浅，当前面几任国税局局长拒绝与国土安全局合作，就是拒绝把纳税人的信息向反移民的这些机构提供，所以都被撤换。这个沙普利不存在这个问题，他是非常积极的，为什么会被突然撤换呢？这就反映了川普团队内部的一些矛盾，与马斯克有关，这个沙普利是马斯克向川普推荐的，而马斯克与财政部长贝森特是有矛盾的，矛盾还挺大。在川普主政之初 ，贝森特希望当财政部长，但马斯克对媒体讲，贝森特不行，因为贝森特是索罗斯的人，不可靠。马斯克一直推荐现任商务部长卢特尼克担任美国财政部长。一直到最后的关头，贝森特才以微弱的优势战胜了卢特尼克出任财政部长。贝森特担任财政部长之后，马斯克也没有停止对贝森特的攻击。

美国国税局是隶属财政部的，贝森特有权使用自己信得过的人，而且近日贝森特的作为深孚上意，马斯克则渐落下风，于是贝森特极力向川普争取，晓以利害关系。所以川普在这个人事问题上迁就了贝森特。

川普团队每个人的观点都非常鲜明，比如纳瓦罗赌性十足，不怕事大，只想毕其功于一役。贝森特代表华尔街利益，优先考虑市场承受力。卢特尼克是华尔街的另类。盧比奥则是新保守主义者，代表部分共和党议员的意见。马斯克是科技新贵。总之，每个人的观点，每个人的思维方式，在加入川普团队之前，都是非常公开、非常明了的。

我们还会看到更多的内部冲突，究竟是有利于执政团队的效率，还是不利于执政团队的效率呢？这就要看老板川普的驾驭能力了。

笔者崇尚自由主义，认为一个团队应允许成员保留个人意见并公开。内部铁板一块、密不透风是非常恐怖的。

川普政府无疑是有史以来透明度最高的政府。说川普善变的人，可能是因为川普步子迈得太大太快，不大适应而已。","['透明度可不是这么用的。白宫股神这个称号怎么来的？', ['透明的捞钱啊，上任前就发币', '相对黑箱操作而言，不作褒贬。'], '“透明度最高的政府” 你是说signals群宣布军事机密带透明，还是社媒操纵市场一天赚25亿的透明？', ['“透明”和“无能混乱”可不是一个意思。', '从某种意义上看，答主说的其实也没毛病，确实透明，老特真小人，老登那种是伪君子。'], '不错，我建议你多给美国提议，看好你。\n\n对了，我是小粉红。', ['没事，台媒也疑美，都变红了一点。'], '这都能赢，我也是服了', [], '贝森特以前混华尔街，以后还是要混华尔街。关税导致股市大跌之后，华尔街的熟人把他电话都打爆了，弄得贝森特灰头土脸', [], '把一个草台班子美化成个性十足也是首见了', [], '你有没有考虑过，就像 doi 和拉屎一样，有些东西本身是不需要透明的，特别是军事机密，或者国家涉密信息，以及政客内部纷争，这些透明出来了除了让人意识到这个国家一无所救一点意义没有，本质上跟在大街上拉屎的透明度一样', ['美国官员可以透明合法的挣政府的钱', '每个国家制度不同，也都有该制度与生俱来的优点和缺点。没有完美的制度，没必要把不好的吹成优点。另外，虽然制度不同，但是人性是相通的。区别只是利用的是不同规则'], '高情商：个性十足，透明度高\n低情商：草台班子，捂不住味儿', [], '这2个人非常搞笑，一个为了民主党 一个为了自己的小团体，就没有1个是为了美国的。', [], '起码说明没有内部交易，川普自己都不知道自己那天要取消关税。他的经济部长也不确认自己能否成功', ['你信这种小道消息还是相信特朗普事后为了向一些资本炫耀跟随他可以光明正大搞老鼠仓的底气？']]"
47,卢比奥这个魔怔人在这群人才中间都显得是那么的格格不入。,"['最近看卢比奥这么魔怔的人都顺眼了起来', [], '还真是，卢比奥是议员的时候各种奇葩言论，现在在懂王万斯面前都没声音了。', [], '人卢比奥好歹是个政治家，你请个电视台主持人是什么意思啊', [], '人家鲁比奥是政治家，只是属于政治主张很魔怔，和川普内阁其他类人生物比当然格格不入', [], '他都没想到自己居然成了温和派', [], '属于小巫见大巫了属于是', [], '陆彪不该进行政系统', []]"
48,"《武大郎开店》——1980年方成创作。

“我们掌柜的有个脾气，比他高的都不用。”",[]
49,不看宣传看疗效，六月美债就要到期了 ，看特朗普政府如何抉择吧,"['凉拌呗，之前咋办还咋办，借新还旧，逼各国认购，不买加关税', ['自己财政暴雷之前拿着刀要杀对方全家，对方求饶，就饶他家一命，把他家祖传的5百亩地拿走算是精神补偿，临走再说一句：过两年再来收拾你', '这就看懂王的智慧了'], '债务是国家的，存款是自己的。周一到周五制造消息股市盈利，周末跑2000公里外去自己的高尔夫球场打球套取公款', [], '说实话我觉得这个倒还好，无非又是借新还旧', [], '到期，肯定是美联储兜底，还能怎么办呢，就是记个帐的事情', [], '6月是短期6w亿美元。\n总债36w亿', [], '那个美债只是美国自己的规则而已啊！实在不行，推翻了规则，主动权在美。', ['内部撕逼，达成不可告人的 PY 交易，靠增发和内部购入来借新还旧顶过去嘛～问题在于这样做利息会越来越高，越来越考验后人的智慧，但只说上半年还是嫩个顶的', '推翻规则的后果比还不起钱严重多了']]"
50,"放心吧，美国的政体国体，有非常强的纠错能力。













也许：包括再轮回一次。",[]
