floor_number,comment,replys
31,"不知道你看没看比赛

我是先看到的消息，说头老师又输了，然后我才去看的比赛，什么集锦，热搜，我一个都没看，就不想受到任何干扰。从头看到尾，我只能说

这也能输？？？

一直到大比分3:3，小比分雨果9:10落后我都不相信雨果能赢。我不是说雨果水平差，是因为9:9这个球，果子哥吃发球了。此时头老师依然有一个发球权，再加上主场作战+豪华教练团队+下一场对战小石头的诱惑+果子哥的正手短依然不在线+能吃发球。

我都不知道我要是能有这个局面除了发球发飞了，还要怎么输。

但是头老师就是发了个正手短，拧飞了，当然，前几局他拧拉的失误率也一直很高。

WTF

我打球打了这么多年，这一幕依然可以胜任我这些年最离谱的瞬间榜单之首

大伙帮我找个动图，就是以前特别常见的赢冰箱的那个“快乐向前冲”的节目，有一个大哥马上就能拿到冰箱了，非要做后空翻，然后掉水里了，我看他比赛就是这个感觉，一模一样的

你更何况现场的教练看到这一幕，得有多大的视觉冲击啊

赛后，镜头扫过，罕见的看到了头老师尴尬地微笑+舔嘴唇，这是人心虚的表现，知道自己真玩砸了，面对王皓的质问：你为啥不发个钩子，也是无言以对，搁以前早甩脸子了

果子哥打得好不好，非常好，目标清晰，执行果断，但实际上正手短这个就是个漏洞，被抓住就丢分，这太明显了。实际上以头老师的前三板能力，是控得住的，不然也不会连下三城。果子哥自己压根也没有不切实际的幻想，控不住就丢，很干脆，他根本没想过自己能打进决赛，这是实话，他只是相信自己还能接得住，还能打而已。

插播一句，很多朋友这几年才看乒乓球，且因为龙胖大战太多，或者龙胖对别人的碾压太明显，导致大伙认为进决赛圈的都是这种高手，不是这种全能高手，就只能输，不配当冠军。

别这样啊，别这么想，那是因为他俩太特殊了，实际上在三剑客+樊振东之前，包括二王一马时期的比赛，甚至是决赛就是这样的，每个人的优缺点是极其明显的，没有什么全能高手，大家都是努力地藏好自己的缺点，然后拼命发挥自己的长处。谁坚持做自己，谁才能夺冠，很多人夺冠前甚至都不敢预测自己能打进第几轮。其实这才是乒乓球这个项目本来的常态，谁能总是天下无敌不是？

但是就这，你也能输。果子哥夺冠的信念，完全是这一场打出来的，手感是在摩托那里热的，但是完全相信自己就能夺冠的，就是这一场。

这一场之后，进入决赛，第一局输得球连看都不看，但是脑子里全记住了，然后就是全台发动，全力打，我多少年也没见过这么强势的发抢和控抢了，石头那表情都装不出来，那是真害怕。

教练们心里也清楚，根本就没有对果子哥的预案，但是觉得自己教的东西肯定够用，毕竟以前咱们也交过手，但是上场了发现真不是那么回事啊，头哥你是真觉得自己是世界冠军了，谁也打不过你，谁在任何一个领域都打不过你了啊。这就好比赛点的时候跟樊振东比变直线，跟马龙比反拉一样的操作，教练他也难以理解。头子哥你是给自己买输了么你这么打？

再结合这两天发生的事，你也能反推，头哥这一拍子下去，断了多少人的路。","['他对自己太没底了，基本上每次输球都这样，会有一些异常迷的操作。（比如奥运输小莫，那球打的叫一个离谱，那场本来小莫状态其实并不好的，纯是自己打太烂）就是我觉得经常靠发抢大比分胜利其实很不好，很容易一不顺就不知道怎么打了，他是经常这样。。。。', ['小赛练不到，大赛能爆发？我真不信。', '没有艰难的赢过比赛 就很难再进一步'], '所以我在现场说头子哥把巴黎破碎的果子哥现场拼好了', ['是这样的，虽然人家可能就高光这么一次，但是功成名就了', '即使高光这一次，也是宝贵的一堂课，不过我觉得应该不至于一次高光，人啊，一旦爬过了4000米的高山，就会想攀登更高的高山'], '雨果拿到了大比分和决胜局逆风翻盘的宝贵经验，而且是从本不可战胜的中国队的手里拿的，这种经验可遇不可求，消化的好，会让他进一大步。', ['是这样的，之前的回答也说过，金牌我下场之后送给你都行，你站领奖台我给你当跟班都行。但是这种逆风翻盘的经验我怎么给你？你咋学？这玩意做不到就是拿不到。'], '最后决胜局10-11头子哥还有一个发球，其实那个时间但凡直接开个长的雨果估计就被顶到因为他站位很靠前，追平还有机会，但是万万没想到他发个中路短，我心想特么你不是一直说自己发球好吗！！！！', ['雨果：我也遇上心软的神了。', '你怎么这么懂的阴阳，哈哈哈'], '我感觉鹰眼还是对他有影响的', ['对，勾手就是不敢发了，怕被判', '为了鹰眼和名声把梁子卖了'], '巴西人有相当大的可能把这个冠军拍成电影，比赛的跌宕起伏和人物话题性都拉满了。都给他打出小人物登顶的史诗剧情感了。', ['最要命的是，他夺冠，中国人很开心，你说民心都成什么样了', '是，雨果很有魅力，方方面面都好，拿了冠军大家衷心祝福'], '头哥太想证明自己能正面打穿对手了，从第5，6局开始浪就能稍微感觉，前4局的气势在握，让头哥有了似乎可以发狠打下一局对攻胜的错觉，甚至在最后赛点球时还想搏杀一把，正名自己不只是前三板的王。', ['对，我跟你感觉是一样的，突然间有了自己的主意，还是不听劝的那种。', '说明其实他也是有心气的，只是实力确实是不允许不搞魔法'], '过了头哥的都能吃下一个大经验包然后勇往直前……巴黎的小莫如此，世界杯的果子也如此', ['再怎么说，毕竟是官方的世界第一，不看人看头衔你打下去他信心也是倍增的。现在就是个不会打球的人，但是就是世界第一，你去打赢他你一样会有自信的状态。这玩意就跟那个奖杯在那一个道理，比赛前你可能不是很上心，奖杯往那一摆，人就是想拿。', '他是世二'], '以后别说头哥把球打得没观赏性了，这是太有观赏性了，能看到这么离谱的操作何尝不是观众的幸事。', [], '我看了全程，关键分就是遮，但是又不敢遮得过于明目张胆，特别拧巴。遮成了他的激动和开心也确实掩盖不住。', ['他习惯关键分拿不下就遮，行成肌肉记忆了，我觉得如果外协一起开个会就知道每个人都在他手底下关键分就遮被送走的']]"
32,"给你安排最舒服的签位，从16强开始，骰子的对手世界排名是33和17，对手雨果卡尔德拉诺的对手世界排名是29和3，林诗栋的对手世界排名是16和7，梁靖崑的对手世界排名是26和14。

骰子晋级之路上最强的对手就是世界排名第五的雨果卡尔德拉诺，也是骰子晋级之路上第一位世界排名前十的对手，结果骰子就给你“拉个大的”，眼看着三大赛第一冠就要到手了，结果被逆转。

按照教练的安排，骰子基本就是对上世界排名第三、之前数次“点菜”的张本智和。结果张本智和被雨果卡尔德拉诺赢了，骰子懵了，傻了，不会了。尤其是当雨果发现骰子的发球可以回短防止你直接上手前三板打死我之后，雨果就越打越顺了。

可以说不论是lgl还是白告，还有其他教练组的成员，都觉得给你安排的这么好，帮了你这么多，资源倾斜的如此明显，你怎么的也应该拿一个冠军吧，即便你决赛内战赢不了，守住这个半区应该也是可以的。

结果一个相当于就4轮的比赛，骰子打到第二轮就让对手杜达差点实现逆转，在第三轮最后一局之前干脆一屁股坐在教练的沙发上，一脸生无可恋的样子看着白告，那种感觉特别像是“你不是厉害么，看起来你更想赢，要不你上去打得了”。

赛后输球的骰子还能享受全场的“你最棒”，然后在采访中说“输了就输了”，也是真的无法想象，我不知道此时lgl和白告的心理活动到底是什么样的，反正要是我，我都想揍他！

费劲心力把骰子捧到如此位置，给他安排最好的教练，最简单的赛程，结果他觉得一切不过如此，冠军拿不拿的无所谓。

当然，如果从骰子的角度也可以理解，反正他已经是顶流选手、公务员编制、北京大学研究生了，还努力什么呢。

但从一个观众的角度来说，这就是活该！","['所以是怪张本没打过雨果，导致教练战术安排出了问题', ['小日本背锅背得最冤枉的一次', '私密马赛'], '这要换别人这样的成绩早就被打回省队了，但是他一次又一次后面的力量托举他，而优秀的小胖当打之年没有球打，强捧必遭天谴', ['对的，看看队内选拔赛，就林高远现在的状态还能拿第一上世锦赛就知道所谓的梯队建设有多拉胯', '放心吧，后面那些年轻人更拉'], '32赶紧回家吧 回家吧好吗', ['回家就回家', '要32回家除非191进去'], '你真是个好人，放的还是磨皮厚滤镜祛痘去坑的32的照片', ['我给你视频截图', '还是吃藕'], '虽然32真的很一言难尽，但还是得澄清一下，他的“输了就输了”是赢了杜达的赛后采访时说的，当时应该是想拽一下体现自己的不羁？不是很懂，但是他再大胆也不敢真输了说这话。接着还买了个很滑稽的热搜“王楚钦进半决赛只用了5天”，然后第二天就输了，正好大家都满意了哈哈。', ['', '王之前整了没你爆他和偷笑那个，也是乖乖男的一种表现吗？'], '大头也是真正的猛士，任你们都拼命为我努力，他就是偏偏掉链子，一而再再而三。教练组也是要一条道走到黑的感觉', ['那能怎么办，现在承认错误也不行啊', '大家都不看好他，偏偏他还就是不争气'], '真的太好奇32和凉子关系，亲生儿子才能做到这步吧。', ['骰子更像梁子亲爹', '不知道lgl到底欠了骰子家多少钱，不然干嘛这么拼命捧他？'], '细思极恐,这王楚钦就是专门匹配的御用仆人张本智和啊 。可惜张本这次不按剧本跟你玩了 。张本克林诗栋，专门把张本放王楚钦区。原来不相信签位有人操纵，现在看都是人为的。', ['怪张本智和，没能完成🐶梁交给张本智和帮32扫雷的任务', '一切责任，全在日方！'], '因为他又输了 刘绝对又会拉孙炒流量 让孙拖着在弄个混双冠军 继续捧美腿', ['孙惨什么，她跟太子同样地位，真正惨的是陈梦', '王曼昱陈梦她两实惨'], '“输了就输了吧”反正已经是北大高材生了，反正已经是体校带编老师了', ['他要不就退吧，反正当个老师水平还够，再打下去晚节不保了', '这句话感觉他摆烂了']]"
33,"因为不是王楚钦输，是整个中国乒乓球男队教练团输了。铺垫了大半年，逼退做签大流程，临场还表演喂球等技术环节，刘国梁加全体男队教练围着王楚钦一个人转，就是这么个结果。这不是王楚钦个人的失败，这是教练组实力不济，技术不精。他们难以面对自己真是菜鸡这个事实，难以接受大庭广众之下裤衩子都被扒光了。

现实就是照妖镜！真的挺好的！","['应该说，都输了。不仅是教练组的问题，选手的问题也很大。你试试把这个教练资源配置给樊振东？', ['樊振东输赢和目前这帮教练毫无关系，全靠自己。遮子王输赢可全靠教练，和他自己一点儿关系没有。所以这是教练组的惨败。特别好！', '樊振东有这个配置，双圈超全满都不是问题，三圈大满贯也不在话下。问题是，他省队不对'], '王到底什么人啊！！好想知道', ['传着是王楠的侄子，他们都是辽宁的', '他吉林的，但肯定是京鲁的资源'], '所以说实践是检验真理的唯一标准嘛，不行就是不行，给再多的资源也不行。不行就下，别赖着不走，这位置要能者居之，要让行的人上', [], '世界名画：渴望冠军', [], '这深切的反驳了没有教不会的学生，只有不会教的老师这句话。', []]"
34,还要怎么帮啊，总不能雨果赢了让其他人跑一万米吧,"['哈哈哈哈哈 以防有后来者没吃过这个瓜', ['算\n而且最可怕的在于，这居然能当做新闻堂堂正正发出来，说明那个地方的管理者完全接受这套秩序规则，甚至引以为荣。\n他们甚至一点点觉得这可能会引起外界质疑的敏感性都没有！\n这个渔村烂透了！', '附一张，这算职场霸凌吗'], '不跑一万米不准离开澳门', ['直接跑出澳门', '哈哈哈哈哈哈哈哈哈'], '还真的用过这些办法折断过几棵可能冒头的苗子，可惜了那些小运动员，刚冒头就道心破碎', [], '果子哥赢了让巴西足球队跑一万米', ['让国足跑一万米更合适', '你别说，比赛前许这个愿望的话，打赢之后巴西足球队大概真的会乐呵呵去跑一万米'], '不对啊，那得让雨果跑一万米', ['让巴西足球的每天跑10000']]"
35,"作为一个门外汉，我看录像总觉得，




他的左手和主力脚是冲突的




有人说这是失位被动的姿态，我负责任地说，不是，我特意选的是他站好后对拉的图

32强的左手和左脚轴心
雨果的右手和左脚旋转轴心

再发一张双打比赛的正手抽球，同样看到左手左脚轴心的情况。绝大部分球员右手抽球都是左脚做轴心的，以寻求摆拍最大的角动量。

同样，左手左轴心脚
张继科的教学
龙队这个更明显，同样对战雨果




看，这个本能右手抓球，抬右脚，是不是就自然多了？","['有人说他实际是个假左手，其实不是天生的左撇子，是因为左手更得利于是硬掰成左手的，这种其他运动也有，像篮球的本西蒙斯就是从小被要求改的左手，但这种后天改的其实很难到极致。', ['这种强行改的，上限一般很低', '林丹就是后天改的，我觉得左手持拍还是有优势的，但是wcq本身技术就没到家'], '难怪一直觉得他打球这么丑', ['下一个代言产品', '尖叫男神'], '不是有些球他会控制不住直接用右手去接么', ['卧槽，忘了这茬了，当时我还纳闷为啥是右手，其实右手才是本能手', '左手接不上球，右手在那乱抓，不止一次，都看笑了'], '张继科说的步伐不行啊', ['实力大于颜值', '整个人处在不协调状态下步伐肯定不行。'], '以我不咋地的物理知识，他这个姿势受力不对，站不稳', ['我就奇怪了，这么明显的发力姿势错误教练组看不出来？就拿我们平时挥拳动作来说，右手出拳，为了打出最大的力量，就是右脚蹬地，拧腰带动拳，出拳的同时把重心转移到左腿，他居然反着来，该受力的腿悬空，难怪经常看他打相持，打得手忙脚乱的', '我一个门外汉就这感觉'], '好像他军训的时候出现过 同手同脚', ['有的有的 我今天上午还看到过 三个人一起走正步 他就是同边手 作为国家队运动员 简直大无语', '老新闻了，23年在陵水军训的时候就他顺拐，网上还能搜到他顺拐的视频'], '所以一使劲就打转，内驱动力小陀螺', ['补充了比赛的图片。不明白的是，教练组为啥培养一个上限这么低，缺陷如此明显的。。。', '即使是京队，按理说也有其他上限更高的选手吧。。。。。'], '看到你说的恍然大悟，我一直纳闷为啥他姿势那么奇怪，而且右脚总是腾空，我看别的运动员没一个他这样的', ['对比雨果和张继科，转轴是反着的'], '说白了就是只靠前几板，一相持就露馅了', ['他其实靠现实中左手高手少，大部分选手不适应左手高手得利，随着他成为中国主力，大家都会研究适应他的左手打法，现在大家适应了他自然就无法迅速得分，然后相持差的毛病就完全暴露出来了。', '这水平还要研究'], '打球像个猴子手舞足蹈', []]"
36,他们不会真以为张继科，许昕，樊振东这种天才全是他们教出来的功劳吧？,"['？许昕怎么了？塌房了？', ['许昕技术上比不过张继科马龙樊振东，因为是左手将所以双打团体打的多，给营销成比肩前面那三位了，但确实比🎲强', '但是许昕总不会说输了就输了这种话吧，感觉他还是很想赢的，对球的态度没问题，就是大赛心态真不行。'], '他也就押对了一个马龙', ['马龙也就靠超长待机，12年前马龙打的也不好，张继科实在是拿运动寿命博出来的，也导致了职业生涯短暂，张继科但凡有马龙一半资源，2020年肯定还是能打到的', '可能就是因为马龙给了他们错觉觉得资源给谁都行'], '别在中间夹带私货偷偷掺水啊', [], '许昕去掉🐶', ['许昕其实很可以了，本质上是规则越改越有利于横板了。'], '许昕算了吧', [], '许昕就算了，东京奥运会双打就是他的问题，结果让刘诗雯背锅。', [], '中间混进去一个啥啊', [], '加私货就算了吧', [], '许昕是干什么的', [], '许昕倒是不必提', []]"
37,野区牵条狗都能赢。不是。你真搞了条狗上去？,"['现在很多领导自以为他是伯乐，他说谁是千里马就是千里马', ['伯乐那也是识马啊，刘国梁这不纯纯在赌马'], '哈哈哈哈哈哈哈哈', [], '又不是打团，solo我肯定不行啊', [], '人才难得！', []]"
38,"这要是张本，他们不仅仅是难以接受，还有惊恐了！

感谢雨果，收场还算体面吧。否则被张本干了，后果就严重了。","['其实 输张本可能还真没有输雨果影响大\n因为八一抗日，本子爆种，路人心里是把张本的水平估得很高的（这几次赢了张本就上大营销，大家都比较知道张本是谁）\n澳门的历史决定了葡萄牙语国歌可能比君之代更让人敏感\n巴西足球和巴西乒乓球的梗也是传播范围广历史久的老笑话了，四国旗一起升的画面，对足球迷也会起到刺激作用。足球迷应该都认识🇧🇷，跨区联动了属于是\n这些都导致这件事破圈程度非常高', ['是的，输本子可能还能转移怒火恨本子，但是巴西这哥们自己一个人背个包到处打比赛，美洲独苗，艰难的坚持着，美强惨集齐了 再加上巴西足球中国乒乓的梗，一下就破圈到抖上都控不住的地步.', '巴西总统还发文了\n巴西那个拆长城海报在关税战这个关口发出来 也是有影响的'], '那刘国梁就不是辞职，而是撤职了', [], '张本吃发球有点被王克', ['赶紧破遮，好好一孩子', '没学过。 日本人发球学中国的 街头不多见 巴西不一样 则球太多了。。。。'], '张本打王楚钦球路相克，每次签他必在王的大半区', [], '澳门让葡萄牙语国歌响起，不亚于南京让日本国歌响起。而且说实话张本无论从态度还是技术，都挺好的', ['澳门没有杀伤抢掠三十万人命，要从浓烈程度上说，日本更甚'], '要是真的被日本选手干掉了，那真的要被全国人民骂死', []]"
40,"4.23更新一下

会议审议通过刘国梁辞去中国乒协主席职务的申请，

选举王励勤为新任主席，高元义、马龙为副主席，完成届中领导班子调整。

因为，这次真的没有客观因素可以怪了

拍子是好的，签位是好的，教练有五个，澳门是主场，

除非，硬要说“球”有问题，换成无缝球了不好打。

而且这个不是什么商业赛

是正儿八经的三大赛

说实在的，这次不是王楚钦丢金，

而是中国队丢金

不论是中国乒乓球迷，还是球星的粉丝

心中都是很难过的

而且这次输的没有任何借口

王皓教练也说明白了最后决胜要发钩子

不知道是出于什么原因，一个勾球都没发

如果相持球的基本功问题不解决

前三板再强也无济于事

当失误率高达40%的时候，你是不可能赢得任何比赛的

雨果的胜利算是宣告了世界乒坛新势力的崛起，

而国乒的失利彻底敲响了一记警钟。","['我不难过，得金牌跟我也没关系，只会更让我恶心', ['这次咋回事啊，遮发球不管用了？', '刚上了鹰眼啊'], '真乒乓球迷过大年了', ['早不看了，沙头组合出来就退坑了hh', '知耻而后勇，我挺喜欢看到那些努力的人得到回报的，不管是哪个国家'], '这警钟都快敲成电话铃了，也没见他们醒', ['开静音了呗', '主要是不敢接'], '真打乒乓球的这次真的过大年了谁力挽狂澜捍卫国家荣誉？谁干干净净筑起中国之壁？我们还是分得出来的', ['谁行\n谁不行\n明明白白清清楚楚'], '人工授金失败而已', ['授银好像头子也没成'], '雨果96年的，比东哥还大一点，14年就开始崭露头角了，算不上新势力，只是以前一直被龙胖压制所以没有进入主流视线，现在龙胖不在了自然就起来了', [], '谁说拍子是好的 巴黎奥运会那块拍子才是梦中情拍 最契合大头的拍子 要不然混双怎么拿金牌了', ['第一次见到混双得靠女选手带的', '混双十个球32丢八个，还好意思说混双'], '女乒拿冠亚军了啊，输的就是骰子，不要牵连女队', [], '不是中国队丢金，是井队丢金，中国队最强的樊振东没出场，中国队不背这个锅', [], '头的前三板强度全靠遮挡发球', []]"
41,"因为，他们完全想不到这TM也能输？毕竟，天时地利人和都在王楚钦的这一边。

天时：抽签“天选剧本”，一路是最弱的签。

地利：澳门主场，裁判自己人。

人和：5个教练陪同，现场坐满了王的粉丝。

输球后，王楚钦接受记者采访道：当时想着输，输了就输了吧。就想到什么就做什么吧，别给自己留遗憾。

真受不了白告你啰里啰嗦的，我是当今太子，输球又奈我何？","['想起一句广东话，千拣万拣，拣个烂茶盏', ['还真轮不到千拣万拣，这货明显不是捡起来的而是塞进来的', '难登大雅之堂'], '大部分的穷孩子，有机会真努力，乒乓就是他的全部，输了一切都回零\n大部分王爷的孩子，乒乓就是个任务，输了不玩了也照样花天酒地。\n这就是所谓无产最有革命性，因为他们有机会只能梭哈，没有第二条路。\n士兵突击里，高成给三多说，哪条路最难他选哪条路。\n三多说，他自己只有一条路。', ['体育还是穷人多，靠身体素质的，穷人才肯用最极端的训练方法，国外还多一条，穷人才肯用最毒的药', '体育已经不是什么穷人能玩得起的了'], '想着输？输了就没有遗憾？这家伙心态这么差。', ['被偏爱的，有恃无恐', '心态差掩盖了技术的不足，是基本功离顶级球手有差距，他的相持球 反手基本功 离顶尖还有差距'], '原来裁判是自己人啊，我说球黏手上了裁判都没反应的', ['裁判都靠凉着养着呢，发工资呢', '凉下课了，还给IFFA发工资吗？'], '可能教练组都觉得万无一失了，都哄着他不要有那么大压力，放宽心去打。然后他就听进去了，不给自己那么大压力。就拉了。人家是高需要宝宝，平时都哄着的。', ['开摆了'], '', ['还是纯商业关系纯洁，有啥说啥'], '王励勤升任中国乒协主席了，刘国梁下课啦~~~~', [], '截图里的话是赢了杜达后装x说的不是输球后', ['虽然但是吧 他确实一副无所谓的态度来对待比赛 对待训练', '顶你上去'], '奥运会32强以后就应该雪藏了，机会都是很宝贵的', ['三大赛一直挂0。让他赶紧下吧'], '越捂嘴我越到处说！', ['', '你乒……我直接打被删了，就谐音了']]"
42,梁子就差不让王太子打比赛直接给冠军了。能给的全给了，给自己儿子也就这样了，还打成这样，能不绝望吗？！,[]
43,你就庆幸吧，输给雨果，要是输给张本智和，才让你知道知道什么是群众的愤怒。,"['在澳门输给葡萄牙雨果，效果像在南京输给张本智和。', ['巴西国歌是葡萄牙语', '雨果巴西的'], '他对张本胜率挺高的，张本不耐遮', ['他以前打雨果也是优势啊', '我觉得张可能还不太耐左，加上是左加遮'], '张本不耐遮 但32自己也不耐遮 雨果跟他对着遮 自己没遮过人家', ['像话吗？像话吗?像话吗？', '那我问你'], '然而他就是针对张本的特挑。\n赢张本是意料之事，输其他人嘛，给191说一句机关算尽太聪明也是可以的', []]"
44,"有个疑问哈，王楚钦是哪位隐形大佬的儿子嘛，都这么捧着。




结合最新的消息刘辞去中国乒协主席职务，王励勤当选为主席。估计世界杯最后一博了，要是能拿冠军，刘还能在位置上多坐一会，结果大头不争气，那没办法了，只能认输。","['他是刘GL的亲生父亲，不然他怎么这么孝顺', [], '他去年九月就向总局提出辞呈了，总局估计就是想让着再带一带，这次输球确实让总局开始考虑洛杉矶的备战了', ['说出来让大家乐呵的，你还当真', '9月提出辞呈，总局不会同意他临走逼退樊振东，给大家留个烂摊子的，提出辞呈总局也不会纵容他世界杯这么瞎搞，世锦赛名单也是笑话。总局领导可能坏可能贪，但不傻，看得清现在国乒的情况。'], '姑父。', [], '乒乓王，我当定啦', [], '马龙当年苏州和方博打，谁输了谁退役。今年球员输了领导下任，谁是真领导一目了然', [], '因为王楚钦是北京队的呀，刘跟京队的捆绑比较深，肯定是先带京队的呀，比如小胖和张继科这种只能算外人，本来就没这么受他待见', ['lgl意思不就是不缺世界冠军，只要安排了谁上，谁就能是吗。现就是选上去的拿不出成绩被反噬了，也是用这个理由打压了张继科和小胖的呀', '选的前提也是得出成绩啊，像现在这样没啥成绩硬捧，那肯定是会反噬的吧！']]"
45,出动五个教练，不敌人家一个野路子。,"['是五个教练团教练团教练团，不是五个人。', [], '什么野路子，人家买张继科课的', ['也对，还有张本的原因，没有拦住雨果'], '自古差生文具多', [], '说明这帮教练都不行，世1在他们的指导下止步半决赛', []]"
46,我更倾向于他们是演给TZM看的，实际大赛买王楚钦输球，赚的盆满钵满。,"['赢了赚tzm的，输了赚堵球的钱，属于是风险对冲了', ['理论上赚的全是tzm的钱，因为赌球压骰子的也是tzm', '分哪种了，大tzm头目可能不会押骰子，小tzm可惨了'], '王楚钦输球的赔率估计不高', ['但是稳赚不赔啊', '之前奥运会赔太多了，回不了本'], '买赢难，买输就容易多了！！', [], '经常赢球的人可以做局输一次爽吃\n\n但是经常输球的人嘛...恐怕没哪个庄家，敢把他输球的赔率搞大，甚至我怀疑庄家反而会把他夺冠的赔率搞大', [], '感觉是个好思路……想跟着买怎么办？会不会买输负家能别墅靠海', [], '我也这么想，141难过么，不，那是装的，他赚门票，赚赌球，一🐟两吃', [], '主要是不知道买哪场啊，八强那场也是很可能输的', [], '还别说，反正政治上已经没前途了，不妨…', [], 'tzm是谁', ['骰子妈'], '求链接，哪里可以买？', ['']]"
47,首先声明，我对王楚钦没有恶意，但我依然觉得刘教练活该，这就是嫉贤妒能、打压后辈的后果。,"['你可以查一下，他们那是派系斗争', ['你问问北京队就知道了'], '你可以对他有恶意的，我支持', ['我觉得能力不足躺平正常，德不配位，有人硬托，很快就会回到应有的位置。'], '强捧遭天谴', [], '不看能力看出身', ['当年说老蒋这么玩，现在玩成自己了，何止体育啊']]"
48,蔡振华留下来的班底糟蹋光之后，国乒的底裤被脱下来了,"['现在很多领导自以为他是伯乐，他说谁是千里马就是千里马', [], '蔡振华的确是最近20多年国乒的头号功臣。男队夺冠的球员都是他那个时代提拔的。', [], '王大力把蔡振华和吴敬平再请回来当顾问选选好苗子吧！', ['年纪太大了', '吴敬平1954年的']]"
49,鲁能早就说了，他们不信。,"['难堪大用', [], '俺们山东人看人很准的', ['诶 组织要给小将机会 不拉出来遛遛怎么知道谁行谁不行 眼光要放长远嘛 这也是给国家队试错 没想到人家喜欢将错就错', '难堪大用难道不是使用体验太差才有的评价吗，真眼光准当初就不会挑这个阿斗'], '有钱能使鬼推磨', []]"
50,"用了全部不体面的盘外招

人工授金依旧失败

上半年KPI可怎么办嘛

4.23更新

原来他们内心想的是“我们完了”","['所以世锦赛出了个不知所以的名单，准备用更大的雷把这个雷盖掉', ['结合刚刚的大新闻，估计这个名单是被迫在继任者上任前公布的，为的就是让121把锅背好，不要脏了继任者的手', '天亮了'], '还是那句话“他不是知道自己错了，而是知道自己要死了”。', ['那确实']]"
